chip_Id	Standard_Deviation	Probe	ds_id	Multi_Mapping	Sample_Type	Expression_Value	Sample_ID	LineGraphGroup	Day
7649558069_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.4484544672	153_LPS_2	NULL	NULL
7649558069_K	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	114_IFN	NULL	NULL
7649558069_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2870611935	144_LPS_2	NULL	NULL
7656766006_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.3858721218	154_LPS_2	NULL	NULL
7656766006_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.6833994211	189_LPS_24	NULL	NULL
7656766006_C	0.0	ILMN_1791759	6646	no	IFN	14.7579860238	199_IFN	NULL	NULL
7656766006_D	0.0	ILMN_1791759	6646	no	IFN	14.8880889671	143_IFN	NULL	NULL
7656766006_E	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.00195750272	211_LPS_24	NULL	NULL
7656766006_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.11992083243	251_LPS_24	NULL	NULL
7656766006_G	0.0	ILMN_1791759	6646	no	untreated 24 hours	9.68734950658	171_UT_24	NULL	NULL
7656766006_H	0.0	ILMN_1791759	6646	no	IFN	14.6728459931	99_IFN	NULL	NULL
7656766006_I	0.0	ILMN_1791759	6646	no	IFN	14.7747160055	262_IFN	NULL	NULL
7656766006_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.45493734466	284_LPS_24	NULL	NULL
7656766006_K	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	226_IFN	NULL	NULL
7656766006_L	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	105_IFN	NULL	NULL
7656766010_A	0.0	ILMN_1791759	6646	no	IFN	14.8044411567	202_IFN	NULL	NULL
7656766010_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.6680474911	184_LPS_24	NULL	NULL
7656766010_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.33079501919	78_LPS_24	NULL	NULL
7656766010_E	0.0	ILMN_1791759	6646	no	IFN	14.8296038075	205_IFN	NULL	NULL
7656766010_F	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	163_IFN	NULL	NULL
7656766010_G	0.0	ILMN_1791759	6646	no	IFN	14.8296038075	121_IFN	NULL	NULL
7656766010_H	0.0	ILMN_1791759	6646	no	IFN	14.8802146645	62_IFN	NULL	NULL
7656766010_I	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.92007310359	285_UT_24	NULL	NULL
7656766010_J	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	10_IFN	NULL	NULL
7656766010_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2736140028	89_LPS_2	NULL	NULL
9249896031_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.980705833	307_LPS_2	NULL	NULL
9249896031_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.1383936876	334_CD14	NULL	NULL
9249896031_C	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.4993808568	325_LPS_24	NULL	NULL
9249896031_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.43142745855	377_CD14	NULL	NULL
9249896031_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.366312413	332_LPS_2	NULL	NULL
9249896031_F	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	338_IFN	NULL	NULL
9249896031_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.33713777517	357_LPS_24	NULL	NULL
9249896031_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2006737948	325_LPS_2	NULL	NULL
9249896031_I	0.0	ILMN_1791759	6646	no	IFN	15.0470440328	408_IFN	NULL	NULL
9249896031_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7712807209	379_LPS_2	NULL	NULL
9249896031_K	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.5950681967	299_LPS_24	NULL	NULL
9249896031_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.16498396303	289_CD14	NULL	NULL
9249896042_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3356873086	350_LPS_2	NULL	NULL
9249896042_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7253825621	358_LPS_2	NULL	NULL
9249896042_C	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.56554996943	339_LPS_24	NULL	NULL
9249896042_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.24596421177	421_CD14	NULL	NULL
9249896042_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8651845754	425_LPS_2	NULL	NULL
9249896042_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.24217884634	406_CD14	NULL	NULL
9249896042_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.035947088	329_CD14	NULL	NULL
9249896042_H	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.82878853541	360_UT_24	NULL	NULL
9249896042_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.59604147604	361_LPS_24	NULL	NULL
9249896042_J	0.0	ILMN_1791759	6646	no	IFN	14.5088490189	334_IFN	NULL	NULL
9249896042_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.33021667732	336_UT_24	NULL	NULL
9249896042_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.04211952135	359_CD14	NULL	NULL
9249896047_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.81558194021	381_LPS_24	NULL	NULL
9249896047_B	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	337_IFN	NULL	NULL
9249896047_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	12.1729235061	409_LPS_2	NULL	NULL
9249896047_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.13184086856	390_CD14	NULL	NULL
9249896047_F	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	325_IFN	NULL	NULL
9249896047_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.73730356993	399_CD14	NULL	NULL
9249896047_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.76135370778	407_CD14	NULL	NULL
9249896047_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.28118852705	398_CD14	NULL	NULL
9249896047_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6975619973	403_LPS_2	NULL	NULL
9249896047_K	0.0	ILMN_1791759	6646	no	IFN	14.7579860238	382_IFN	NULL	NULL
9249896047_L	0.0	ILMN_1791759	6646	no	IFN	14.8296038075	411_IFN	NULL	NULL
9249896068_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.19839649336	337_LPS_24	NULL	NULL
9249896068_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.77955973755	432_CD14	NULL	NULL
9249896068_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.32677829928	356_CD14	NULL	NULL
9249896068_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.87152025153	304_LPS_24	NULL	NULL
9249896068_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.4910904613	368_LPS_2	NULL	NULL
9249896068_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.93625124353	363_CD14	NULL	NULL
9249896068_G	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8166773284	427_LPS_2	NULL	NULL
9249896068_H	0.0	ILMN_1791759	6646	no	IFN	14.792426396	393_IFN	NULL	NULL
9249896068_I	0.0	ILMN_1791759	6646	no	untreated 24 hours	11.7506508185	323_UT_24	NULL	NULL
9249896068_J	0.0	ILMN_1791759	6646	no	IFN	14.8802146645	349_IFN	NULL	NULL
9249896068_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.88054131972	404_CD14	NULL	NULL
9249896068_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	12.799062858	363_LPS_2	NULL	NULL
9249896082_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3312303476	329_LPS_2	NULL	NULL
9249896082_B	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.54271834639	310_UT_24	NULL	NULL
9249896082_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.4516390019	422_CD14	NULL	NULL
9249896082_D	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.38476379185	293_UT_24	NULL	NULL
9249896082_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.0620056836	323_LPS_2	NULL	NULL
9249896082_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	10.2532299164	422_LPS_24	NULL	NULL
9249896082_G	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8577099914	297_LPS_2	NULL	NULL
9249896082_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2391000142	359_LPS_2	NULL	NULL
9249896082_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	12.470894447	374_LPS_2	NULL	NULL
9249896082_J	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.18228285361	318_CD14	NULL	NULL
9249896082_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.04812356484	361_CD14	NULL	NULL
9249896082_L	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	347_IFN	NULL	NULL
9249896097_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.98986734613	331_LPS_24	NULL	NULL
9249896097_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	12.0255898365	401_CD14	NULL	NULL
9249896097_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.1036639125	394_LPS_2	NULL	NULL
9249896097_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	10.7757096484	305_LPS_24	NULL	NULL
9249896097_E	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	323_IFN	NULL	NULL
9249896097_F	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.93881559905	410_CD14	NULL	NULL
9249896097_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.29529968124	299_CD14	NULL	NULL
9249896097_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.07043629383	403_CD14	NULL	NULL
9249896097_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.98737347648	419_LPS_24	NULL	NULL
9249896097_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.943039326	369_LPS_2	NULL	NULL
9249896097_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	11.399744271	396_LPS_2	NULL	NULL
9249896097_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.20206504516	360_LPS_24	NULL	NULL
9252616020_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.70353909043	358_LPS_24	NULL	NULL
9252616020_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6967087158	399_LPS_2	NULL	NULL
9252616020_C	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.5160975556	351_LPS_2	NULL	NULL
9252616020_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.701073803	418_LPS_2	NULL	NULL
9252616020_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.05600144612	430_CD14	NULL	NULL
9252616020_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.95819371164	362_LPS_24	NULL	NULL
9252616020_G	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	312_IFN	NULL	NULL
9252616020_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.4900206494	387_LPS_2	NULL	NULL
9252616020_I	0.0	ILMN_1791759	6646	no	IFN	14.8727366232	425_IFN	NULL	NULL
9252616020_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6698947554	311_LPS_2	NULL	NULL
9252616020_K	0.0	ILMN_1791759	6646	no	IFN	14.8577099914	362_IFN	NULL	NULL
9252616020_L	0.0	ILMN_1791759	6646	no	IFN	14.9536545304	314_IFN	NULL	NULL
9252616022_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.08594330019	420_CD14	NULL	NULL
9252616022_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.0702479971	342_LPS_2	NULL	NULL
9252616022_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.20094133306	316_CD14	NULL	NULL
9252616022_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.5963419395	385_LPS_2	NULL	NULL
9252616022_E	0.0	ILMN_1791759	6646	no	IFN	14.8964988872	430_IFN	NULL	NULL
9252616022_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.5018234553	297_LPS_24	NULL	NULL
9252616022_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.01991743117	380_LPS_24	NULL	NULL
9252616022_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.25376060025	400_LPS_24	NULL	NULL
9252616022_I	0.0	ILMN_1791759	6646	no	IFN	15.0877453208	304_IFN	NULL	NULL
9252616022_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.21166501976	406_UT_24	NULL	NULL
9252616022_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.65158913896	387_CD14	NULL	NULL
9252616022_L	0.0	ILMN_1791759	6646	no	IFN	14.9050659111	384_IFN	NULL	NULL
9252616028_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.50781508413	324_CD14	NULL	NULL
9252616028_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.59659867463	426_CD14	NULL	NULL
9252616028_C	0.0	ILMN_1791759	6646	no	IFN	14.9894641951	289_IFN	NULL	NULL
9252616028_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	3.31212342511	371_LPS_24	NULL	NULL
9252616028_E	0.0	ILMN_1791759	6646	no	IFN	14.9326599733	374_IFN	NULL	NULL
9252616028_F	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.65763936939	321_UT_24	NULL	NULL
9252616028_G	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	328_IFN	NULL	NULL
9252616028_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.4531699089	315_LPS_24	NULL	NULL
9252616028_I	0.0	ILMN_1791759	6646	no	untreated 24 hours	5.92270504007	391_UT_24	NULL	NULL
9252616028_J	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.5458054969	294_CD14	NULL	NULL
9252616028_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.0085372862	410_LPS_2	NULL	NULL
9252616028_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.03170814655	331_CD14	NULL	NULL
9252616029_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.95446128077	311_CD14	NULL	NULL
9252616029_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	10.7271412325	308_LPS_24	NULL	NULL
9252616029_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.88311782579	315_CD14	NULL	NULL
9252616029_D	0.0	ILMN_1791759	6646	no	IFN	14.9653634716	428_IFN	NULL	NULL
9252616029_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6097829171	426_LPS_2	NULL	NULL
9252616029_F	0.0	ILMN_1791759	6646	no	IFN	14.9894641951	339_IFN	NULL	NULL
9252616029_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.59335978129	307_CD14	NULL	NULL
9252616029_H	0.0	ILMN_1791759	6646	no	IFN	14.9326599733	368_IFN	NULL	NULL
9252616029_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.31731647195	338_CD14	NULL	NULL
9252616029_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.33915959357	345_LPS_24	NULL	NULL
9252616029_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3399388151	314_LPS_2	NULL	NULL
9252616029_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	9.17966572025	343_LPS_2	NULL	NULL
9252616034_B	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.39089623596	368_UT_24	NULL	NULL
9252616034_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.82807125571	312_CD14	NULL	NULL
9252616034_D	0.0	ILMN_1791759	6646	no	IFN	14.8044411567	295_IFN	NULL	NULL
9252616034_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.00292412278	413_CD14	NULL	NULL
9252616034_F	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	351_IFN	NULL	NULL
9252616034_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.49553169784	429_CD14	NULL	NULL
9252616034_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.33360142044	365_LPS_24	NULL	NULL
9252616034_I	0.0	ILMN_1791759	6646	no	IFN	14.5526967103	416_IFN	NULL	NULL
9252616034_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.16548672207	345_UT_24	NULL	NULL
9252616034_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.20304087118	394_UT_24	NULL	NULL
9252616034_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.39827413891	340_CD14	NULL	NULL
9252616055_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.13043397722	290_CD14	NULL	NULL
9252616055_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.33031456624	324_LPS_24	NULL	NULL
9252616055_D	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.08555892451	371_UT_24	NULL	NULL
9252616055_E	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.00358384224	372_UT_24	NULL	NULL
9252616055_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2913288599	309_LPS_2	NULL	NULL
9252616055_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	13.3221503404	293_LPS_24	NULL	NULL
9252616055_H	0.0	ILMN_1791759	6646	no	IFN	14.752782592	385_IFN	NULL	NULL
9252616055_I	0.0	ILMN_1791759	6646	no	IFN	14.8296038075	361_IFN	NULL	NULL
9252616055_J	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.95036125747	328_UT_24	NULL	NULL
9252616055_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.7421786551	431_LPS_2	NULL	NULL
9252616055_L	0.0	ILMN_1791759	6646	no	untreated 24 hours	6.01823542703	331_UT_24	NULL	NULL
9252616057_A	0.0	ILMN_1791759	6646	no	IFN	14.843365585	340_IFN	NULL	NULL
9252616057_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.01907368901	402_CD14	NULL	NULL
9252616057_C	0.0	ILMN_1791759	6646	no	CD14 monocyte	7.58955158141	384_CD14	NULL	NULL
9252616057_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.13311772124	341_LPS_24	NULL	NULL
9252616057_E	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.56865131858	377_LPS_24	NULL	NULL
9252616057_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	11.442469993	378_LPS_2	NULL	NULL
9252616057_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.76389106572	369_CD14	NULL	NULL
9252616057_H	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.47390253976	346_UT_24	NULL	NULL
9252616057_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.52514214891	339_CD14	NULL	NULL
9252616057_J	0.0	ILMN_1791759	6646	no	IFN	14.8296038075	306_IFN	NULL	NULL
9252616057_K	0.0	ILMN_1791759	6646	no	IFN	14.7065318053	380_IFN	NULL	NULL
9252616057_L	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.59197974678	417_CD14	NULL	NULL
9252616058_A	0.0	ILMN_1791759	6646	no	IFN	14.60095958	387_IFN	NULL	NULL
9252616058_B	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.69630202906	423_LPS_24	NULL	NULL
9252616058_C	0.0	ILMN_1791759	6646	no	IFN	14.8505126523	423_IFN	NULL	NULL
9252616058_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.34668885248	394_CD14	NULL	NULL
9252616058_E	0.0	ILMN_1791759	6646	no	IFN	14.9227971267	305_IFN	NULL	NULL
9252616058_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.0289238604	380_LPS_2	NULL	NULL
9252616058_G	0.0	ILMN_1791759	6646	no	CD14 monocyte	11.0257345822	346_CD14	NULL	NULL
9252616058_H	0.0	ILMN_1791759	6646	no	untreated 24 hours	9.76364762563	299_UT_24	NULL	NULL
9252616058_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.74151755338	396_LPS_24	NULL	NULL
9252616058_J	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	410_IFN	NULL	NULL
9252616058_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.10363656725	310_CD14	NULL	NULL
9252616058_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.4100430052	356_LPS_24	NULL	NULL
9252616061_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	5.14386954043	403_LPS_24	NULL	NULL
9252616061_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.736079746	310_LPS_2	NULL	NULL
9252616061_C	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	324_IFN	NULL	NULL
9252616061_D	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.0790784918	366_CD14	NULL	NULL
9252616061_E	0.0	ILMN_1791759	6646	no	IFN	14.752782592	379_IFN	NULL	NULL
9252616061_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.9389953173	341_LPS_2	NULL	NULL
9252616061_G	0.0	ILMN_1791759	6646	no	IFN	14.9140139633	359_IFN	NULL	NULL
9252616061_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.4505986281	349_LPS_2	NULL	NULL
9252616061_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.24956637909	352_LPS_24	NULL	NULL
9252616061_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.79867170679	426_LPS_24	NULL	NULL
9252616061_K	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.48137510837	371_CD14	NULL	NULL
9252616061_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.82488394557	347_LPS_24	NULL	NULL
9252616073_A	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.06020786357	319_LPS_24	NULL	NULL
9252616073_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	15.0026269503	299_LPS_2	NULL	NULL
9252616073_C	0.0	ILMN_1791759	6646	no	IFN	13.9577774387	391_IFN	NULL	NULL
9252616073_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.53281871206	318_LPS_24	NULL	NULL
9252616073_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8044411567	326_LPS_2	NULL	NULL
9252616073_F	0.0	ILMN_1791759	6646	no	untreated 24 hours	4.58953310563	415_UT_24	NULL	NULL
9252616073_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.42439545373	321_LPS_24	NULL	NULL
9252616073_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	11.0315685285	424_CD14	NULL	NULL
9252616073_I	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.25920564262	345_CD14	NULL	NULL
9252616073_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.6975619973	306_LPS_2	NULL	NULL
9252616073_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	11.4726631218	345_LPS_2	NULL	NULL
9252616073_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7324533343	381_LPS_2	NULL	NULL
9252616087_A	0.0	ILMN_1791759	6646	no	CD14 monocyte	8.78417119043	313_CD14	NULL	NULL
9252616087_B	0.0	ILMN_1791759	6646	no	LPS 2 hours	10.6417914174	392_LPS_2	NULL	NULL
9252616087_C	0.0	ILMN_1791759	6646	no	IFN	15.0026269503	432_IFN	NULL	NULL
9252616087_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.01596958097	334_LPS_24	NULL	NULL
9252616087_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3088470407	373_LPS_2	NULL	NULL
9252616087_G	0.0	ILMN_1791759	6646	no	IFN	14.9536545304	308_IFN	NULL	NULL
9252616087_H	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.89949498247	348_LPS_24	NULL	NULL
9252616087_I	0.0	ILMN_1791759	6646	no	IFN	14.7016545519	396_IFN	NULL	NULL
9252616087_J	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	378_IFN	NULL	NULL
9252616087_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.1696521656	406_LPS_2	NULL	NULL
9252616087_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	6.38335100478	414_LPS_24	NULL	NULL
9252616092_A	0.0	ILMN_1791759	6646	no	IFN	15.0660392577	409_IFN	NULL	NULL
9252616092_B	0.0	ILMN_1791759	6646	no	IFN	14.9770999298	302_IFN	NULL	NULL
9252616092_C	0.0	ILMN_1791759	6646	no	untreated 24 hours	8.3476822869	408_UT_24	NULL	NULL
9252616092_D	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.05904158361	302_LPS_24	NULL	NULL
9252616092_E	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.6321046953	420_LPS_2	NULL	NULL
9252616092_F	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.2003511022	382_LPS_2	NULL	NULL
9252616092_G	0.0	ILMN_1791759	6646	no	LPS 24 hours	4.88853404287	330_LPS_24	NULL	NULL
9252616092_H	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.2891865531	322_CD14	NULL	NULL
9252616092_I	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.3985031524	357_LPS_2	NULL	NULL
9252616092_J	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.2559776055	314_LPS_24	NULL	NULL
9252616092_K	0.0	ILMN_1791759	6646	no	untreated 24 hours	7.25468072648	340_UT_24	NULL	NULL
9252616092_L	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.7959916011	365_LPS_2	NULL	NULL
9252616094_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3884571927	361_LPS_2	NULL	NULL
9252616094_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	10.0661430381	325_CD14	NULL	NULL
9252616094_C	0.0	ILMN_1791759	6646	no	LPS 24 hours	9.9706563414	349_LPS_24	NULL	NULL
9252616094_D	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.2050494562	419_LPS_2	NULL	NULL
9252616094_E	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.081747849	317_LPS_24	NULL	NULL
9252616094_F	0.0	ILMN_1791759	6646	no	LPS 24 hours	11.5975417192	300_LPS_24	NULL	NULL
9252616094_G	0.0	ILMN_1791759	6646	no	LPS 2 hours	13.9389953173	294_LPS_2	NULL	NULL
9252616094_H	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.5396120603	344_LPS_2	NULL	NULL
9252616094_I	0.0	ILMN_1791759	6646	no	LPS 24 hours	7.44658494374	420_LPS_24	NULL	NULL
9252616094_J	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.3752953312	402_LPS_2	NULL	NULL
9252616094_K	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.8105307918	401_LPS_2	NULL	NULL
9252616094_L	0.0	ILMN_1791759	6646	no	LPS 24 hours	8.55405428113	329_LPS_24	NULL	NULL
9252616095_A	0.0	ILMN_1791759	6646	no	LPS 2 hours	14.5045164267	432_LPS_2	NULL	NULL
9252616095_B	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.49167615	351_CD14	NULL	NULL
9252616095_C	0.0	ILMN_1791759	6646	no	IFN	14.8577099914	390_IFN	NULL	NULL
9252616095_D	0.0	ILMN_1791759	6646	no	IFN	15.0309555317	418_IFN	NULL	NULL
9252616095_E	0.0	ILMN_1791759	6646	no	CD14 monocyte	9.37203174106	306_CD14	NULL	NULL
